Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Plurality	Plurality Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Ontario County, NY"	36069	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Ontario County, NY"	36069	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Ontario County, NY"	36069	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ontario County, NY"	36069	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Ontario County, NY"	36069	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	11
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Orange County, NY"	36071	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	12
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	10
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	12
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	15
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Orange County, NY"	36071	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	11
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	15
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	14
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	14
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	11
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	19
	"Orange County, NY"	36071	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	15
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	10
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2016	2016	18
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2017	2017	32
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2018	2018	20
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2019	2019	24
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2020	2020	36
	"Queens County, NY"	36081	Asian	A	Single	1	500 - 999 grams	2	2021	2021	19
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	41
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	55
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	47
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	54
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	26
	"Queens County, NY"	36081	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	44
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	49
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	45
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	45
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	44
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	42
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	42
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	52
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	58
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	46
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	41
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	49
	"Queens County, NY"	36081	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	54
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	40
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	44
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	49
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	27
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	23
	"Queens County, NY"	36081	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	46
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	51
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	57
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	45
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	59
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	47
	"Queens County, NY"	36081	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	42
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Rensselaer County, NY"	36083	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Rensselaer County, NY"	36083	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	Suppressed
