Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	14
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	15
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	25
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	171
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	385
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	330
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	101
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Oswego County, NY"	36075	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	19
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	39
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	15
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	35
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	25
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	94
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	418
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	1770
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	3027
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	1364
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	231
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	19
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	21
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	12
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	52
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	227
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	524
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	351
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	68
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	38
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	41
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	64
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	235
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	845
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	1407
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	754
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	179
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	20
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	11
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	29
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	69
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	238
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	1055
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	2304
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	1524
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	345
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	31
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	12
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	18
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	50
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	175
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	937
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	2204
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	1601
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	400
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	45
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	21
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	48
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	39
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Queens County, NY"	36081	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Rensselaer County, NY"	36083	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
